#原文	読み	文字種	タグ	OrigIdx
ホ	ホ	KATAKANA	S	100
ー	ー	KATAKANA	S	101
ル	ル	KATAKANA	S	102
で	デ+S	HIRAGANA	S	103
生	ナマ	KANJI	S	105
演	エン	KANJI	S	106
奏	ソー	KANJI	S	107
を	ヲ+S	HIRAGANA	S	108
聴	キ	KANJI	S	110
く	ク+S	HIRAGANA	S	111
こ	コ	HIRAGANA	S	113
と	ト	HIRAGANA	S	114
で	デ	HIRAGANA	S	115
、	、+S	SYMBOL	S	116
音	オン	KANJI	S	117
楽	ガク	KANJI	S	118
の	ノ+S	HIRAGANA	S	119
深	フカ	KANJI	S	121
み	ミ	HIRAGANA	S	122
を	ヲ+S	HIRAGANA	S	123
感	カン	KANJI	S	125
じ	ジ	HIRAGANA	S	126
る	ル+S	HIRAGANA	S	127
こ	コ	HIRAGANA	S	129
と	ト	HIRAGANA	S	130
が	ガ+S	HIRAGANA	S	131
で	デ	HIRAGANA	S	133
き	キ	HIRAGANA	S	134
ま	マ	HIRAGANA	S	135
す	ス	HIRAGANA	S	136
。	。+S	SYMBOL	S	137
リ	リ	KATAKANA	S	138
ラ	ラ	KATAKANA	S	139
ッ	ッ	KATAKANA	S	140
ク	ク	KATAKANA	S	141
ス	ス+S	KATAKANA	S	142
し	シ	HIRAGANA	S	144
た	タ	HIRAGANA	S	145
い	イ+S	HIRAGANA	S	146
と	ト	HIRAGANA	S	148
き	キ	HIRAGANA	S	149
や	ヤ+S	HIRAGANA	S	150
集	シュー	KANJI	S	152
中	チュー+S	KANJI	S	153
し	シ	HIRAGANA	S	155
た	タ	HIRAGANA	S	156
い	イ+S	HIRAGANA	S	157
と	ト	HIRAGANA	S	159
き	キ	HIRAGANA	S	160
に	ニ+S	HIRAGANA	S	161
聴	キ	KANJI	S	163
く	ク	HIRAGANA	S	164
の	ノ	HIRAGANA	S	165
に	ニ+S	HIRAGANA	S	166
最	サイ	KANJI	S	168
適	テキ	KANJI	S	169
で	デ	HIRAGANA	S	170
す	ス	HIRAGANA	S	171
。	。+S	SYMBOL	S	172
時	ジ	KANJI	S	173
代	ダイ	KANJI	S	174
を	ヲ+S	HIRAGANA	S	175
超	コ	KANJI	S	177
え	エ	HIRAGANA	S	178
て	テ+S	HIRAGANA	S	179
愛	アイ	KANJI	S	181
さ	サ	HIRAGANA	S	182
れ	レ	HIRAGANA	S	183
る	ル+S	HIRAGANA	S	184
音	オン	KANJI	S	186
楽	ガク	KANJI	S	187
で	デ	HIRAGANA	S	188
す	ス	HIRAGANA	S	189
。	。+S	SYMBOL	S	190

手	テ	KANJI	S	0
帳	チョー	KANJI	S	1
を	ヲ+S	HIRAGANA	S	2
活	カツ	KANJI	S	4
用	ヨー+S	KANJI	S	5
す	ス	HIRAGANA	S	7
る	ル+S	HIRAGANA	S	8
こ	コ	HIRAGANA	S	10
と	ト	HIRAGANA	S	11
で	デ	HIRAGANA	S	12
、	、+S	SYMBOL	S	13
予	ヨ	KANJI	S	14
定	テイ	KANJI	S	15
や	ヤ+S	HIRAGANA	S	16
タ	タ	KATAKANA	S	18
ス	ス	KATAKANA	S	19
ク	ク	KATAKANA	S	20
を	ヲ+S	HIRAGANA	S	21
整	セイ	KANJI	S	23
理	リ+S	KANJI	S	24
し	シ	HIRAGANA	S	26
、	、+S	SYMBOL	S	27
時	ジ	KANJI	S	28
間	カン	KANJI	S	29
を	ヲ+S	HIRAGANA	S	30
効	コー	KANJI	S	32
率	リツ	KANJI	S	33
的	テキ	KANJI	S	34
に	ニ+S	HIRAGANA	S	35
使	ツカ	KANJI	S	37
う	ウ+S	HIRAGANA	S	38
こ	コ	HIRAGANA	S	40
と	ト	HIRAGANA	S	41
が	ガ+S	HIRAGANA	S	42
で	デ	HIRAGANA	S	44
き	キ	HIRAGANA	S	45
ま	マ	HIRAGANA	S	46
す	ス	HIRAGANA	S	47
。	。+S	SYMBOL	S	48
毎	マイ	KANJI	S	49
日	ニチ	KANJI	S	50
の	ノ+S	HIRAGANA	S	51
予	ヨ	KANJI	S	53
定	テイ	KANJI	S	54
を	ヲ+S	HIRAGANA	S	55
書	カ	KANJI	S	57
き	キ	HIRAGANA	S	58
込	コ	KANJI	S	59
む	ム+S	HIRAGANA	S	60
こ	コ	HIRAGANA	S	62
と	ト	HIRAGANA	S	63
で	デ	HIRAGANA	S	64
、	、+S	SYMBOL	S	65
や	ヤ	HIRAGANA	S	66
る	ル	HIRAGANA	S	67
べ	ベ	HIRAGANA	S	68
き	キ+S	HIRAGANA	S	69
こ	コ	HIRAGANA	S	71
と	ト	HIRAGANA	S	72
を	ヲ+S	HIRAGANA	S	73
忘	ワス	KANJI	S	75
れ	レ	HIRAGANA	S	76
ず	ズ	HIRAGANA	S	77
に	ニ+S	HIRAGANA	S	78
済	ス	KANJI	S	80
み	ミ	HIRAGANA	S	81
ま	マ	HIRAGANA	S	82
す	ス	HIRAGANA	S	83
。	。+S	SYMBOL	S	84
目	モク	KANJI	S	85
標	ヒョー	KANJI	S	86
を	ヲ+S	HIRAGANA	S	87
設	セッ	KANJI	S	89
定	テイ+S	KANJI	S	90
し	シ	HIRAGANA	S	92
て	テ+S	HIRAGANA	S	93
進	シン	KANJI	S	95
捗	チョク	KANJI	S	96
を	ヲ+S	HIRAGANA	S	97
記	キ	KANJI	S	99
録	ロク+S	KANJI	S	100
す	ス	HIRAGANA	S	102
る	ル+S	HIRAGANA	S	103
こ	コ	HIRAGANA	S	105
と	ト	HIRAGANA	S	106
で	デ	HIRAGANA	S	107
、	、+S	SYMBOL	S	108
達	タッ	KANJI	S	109
成	セイ	KANJI	S	110
感	カン	KANJI	S	111
を	ヲ+S	HIRAGANA	S	112
得	エ	KANJI	S	114
る	ル+S	HIRAGANA	S	115
こ	コ	HIRAGANA	S	117
と	ト	HIRAGANA	S	118
も	モ+S	HIRAGANA	S	119
で	デ	HIRAGANA	S	121
き	キ	HIRAGANA	S	122
ま	マ	HIRAGANA	S	123
す	ス	HIRAGANA	S	124
。	。+S	SYMBOL	S	125
自	ジ	KANJI	S	126
分	ブン	KANJI	S	127
な	ナ	HIRAGANA	S	128
り	リ	HIRAGANA	S	129
の	ノ+S	HIRAGANA	S	130
使	ツカ	KANJI	S	132
い	イ	HIRAGANA	S	133
方	カタ	KANJI	S	134
を	ヲ+S	HIRAGANA	S	135
工	ク	KANJI	S	137
夫	フー+S	KANJI	S	138
す	ス	HIRAGANA	S	140
る	ル+S	HIRAGANA	S	141
こ	コ	HIRAGANA	S	143
と	ト	HIRAGANA	S	144
で	デ	HIRAGANA	S	145
、	、+S	SYMBOL	S	146
生	セイ	KANJI	S	147
活	カツ	KANJI	S	148
が	ガ+S	HIRAGANA	S	149
よ	ヨ	HIRAGANA	S	151
り	リ+S	HIRAGANA	S	152
充	ジュー	KANJI	S	154
実	ジツ+S	KANJI	S	155
し	シ	HIRAGANA	S	157
ま	マ	HIRAGANA	S	158
す	ス	HIRAGANA	S	159
。	。+S	SYMBOL	S	160
手	テ	KANJI	S	161
書	ガ	KANJI	S	162
き	キ	HIRAGANA	S	163
の	ノ+S	HIRAGANA	S	164
手	テ	KANJI	S	166
帳	チョー	KANJI	S	167
に	ニ	HIRAGANA	S	168
は	ワ	HIRAGANA	S	169
、	、+S	SYMBOL	S	170
デ	デ	KATAKANA	S	171
ジ	ジ	KATAKANA	S	172
タ	タ	KATAKANA	S	173
ル	ル	KATAKANA	S	174
に	ニ	HIRAGANA	S	175
は	ワ+S	HIRAGANA	S	176
な	ナ	HIRAGANA	S	178
い	イ+S	HIRAGANA	S	179
温	アタタ	KANJI	S	181
か	カ	HIRAGANA	S	182
み	ミ	HIRAGANA	S	183
が	ガ+S	HIRAGANA	S	184
あ	ア	HIRAGANA	S	186
り	リ	HIRAGANA	S	187
ま	マ	HIRAGANA	S	188
す	ス	HIRAGANA	S	189
。	。+S	SYMBOL	S	190

天	テン	KANJI	S	0
ぷ	プ	HIRAGANA	S	1
ら	ラ	HIRAGANA	S	2
は	ワ+S	HIRAGANA	S	3
日	ニ	KANJI	S	5
本	ホン+S	KANJI	S	6
料	リョー	KANJI	S	8
理	リ	KANJI	S	9
の	ノ+S	HIRAGANA	S	10
代	ダイ	KANJI	S	12
表	ヒョー	KANJI	S	13
的	テキ	KANJI	S	14
な	ナ+S	HIRAGANA	S	15
揚	ア	KANJI	S	17
げ	ゲ	HIRAGANA	S	18
物	モノ	KANJI	S	19
で	デ+S	HIRAGANA	S	20
あ	ア	HIRAGANA	S	22
り	リ	HIRAGANA	S	23
、	、+S	SYMBOL	S	24
海	エ	KANJI	S	25
老	ビ	KANJI	S	26
や	ヤ+S	HIRAGANA	S	27
野	ヤ	KANJI	S	29
菜	サイ	KANJI	S	30
を	ヲ+S	HIRAGANA	S	31
衣	コロモ	KANJI	S	33
で	デ+S	HIRAGANA	S	34
包	ツツ	KANJI	S	36
ん	ン	HIRAGANA	S	37
で	デ+S	HIRAGANA	S	38
揚	ア	KANJI	S	40
げ	ゲ	HIRAGANA	S	41
た	タ+S	HIRAGANA	S	42
も	モ	HIRAGANA	S	44
の	ノ	HIRAGANA	S	45
で	デ	HIRAGANA	S	46
す	ス	HIRAGANA	S	47
。	。+S	SYMBOL	S	48
サ	サ	KATAKANA	S	49
ク	ク	KATAKANA	S	50
サ	サ	KATAKANA	S	51
ク	ク	KATAKANA	S	52
と	ト+S	HIRAGANA	S	53
し	シ	HIRAGANA	S	55
た	タ+S	HIRAGANA	S	56
食	ショッ	KANJI	S	58
感	カン	KANJI	S	59
と	ト+S	HIRAGANA	S	60
素	ソ	KANJI	S	62
材	ザイ	KANJI	S	63
の	ノ+S	HIRAGANA	S	64
旨	ウマ	KANJI	S	66
味	ミ	KANJI	S	67
が	ガ+S	HIRAGANA	S	68
楽	タノ	KANJI	S	70
し	シ	HIRAGANA	S	71
め	メ	HIRAGANA	S	72
ま	マ	HIRAGANA	S	73
す	ス	HIRAGANA	S	74
。	。+S	SYMBOL	S	75
つ	ツ	HIRAGANA	S	76
ゆ	ユ	HIRAGANA	S	77
に	ニ+S	HIRAGANA	S	78
つ	ツ	HIRAGANA	S	80
け	ケ	HIRAGANA	S	81
て	テ+S	HIRAGANA	S	82
食	タ	KANJI	S	84
べ	ベ	HIRAGANA	S	85
る	ル	HIRAGANA	S	86
の	ノ	HIRAGANA	S	87
が	ガ+S	HIRAGANA	S	88
一	イッ	KANJI	S	90
般	パン	KANJI	S	91
的	テキ	KANJI	S	92
で	デ	HIRAGANA	S	93
す	ス	HIRAGANA	S	94
が	ガ	HIRAGANA	S	95
、	、+S	SYMBOL	S	96
塩	シオ	KANJI	S	97
で	デ+S	HIRAGANA	S	98
食	タ	KANJI	S	100
べ	ベ	HIRAGANA	S	101
る	ル+S	HIRAGANA	S	102
こ	コ	HIRAGANA	S	104
と	ト	HIRAGANA	S	105
も	モ+S	HIRAGANA	S	106
あ	ア	HIRAGANA	S	108
り	リ	HIRAGANA	S	109
ま	マ	HIRAGANA	S	110
す	ス	HIRAGANA	S	111
。	。+S	SYMBOL	S	112
専	セン	KANJI	S	113
門	モン	KANJI	S	114
店	テン	KANJI	S	115
で	デ	HIRAGANA	S	116
は	ワ+S	HIRAGANA	S	117
職	ショク	KANJI	S	119
人	ニン	KANJI	S	120
が	ガ+S	HIRAGANA	S	121
目	メ	KANJI	S	123
の	ノ+S	HIRAGANA	S	124
前	マエ	KANJI	S	126
で	デ+S	HIRAGANA	S	127
揚	ア	KANJI	S	129
げ	ゲ	HIRAGANA	S	130
て	テ+S	HIRAGANA	S	131
く	ク	HIRAGANA	S	133
れ	レ	HIRAGANA	S	134
る	ル+S	HIRAGANA	S	135
カ	カ	KATAKANA	S	137
ウ	ウ	KATAKANA	S	138
ン	ン	KATAKANA	S	139
タ	タ	KATAKANA	S	140
ー	ー	KATAKANA	S	141
席	セキ	KANJI	S	142
が	ガ+S	HIRAGANA	S	143
あ	ア	HIRAGANA	S	145
り	リ	HIRAGANA	S	146
、	、+S	SYMBOL	S	147
出	デ	KANJI	S	148
来	キ	KANJI	S	149
た	タ	HIRAGANA	S	150
て	テ	HIRAGANA	S	151
を	ヲ+S	HIRAGANA	S	152
味	アジ	KANJI	S	154
わ	ワ	HIRAGANA	S	155
え	エ	HIRAGANA	S	156
ま	マ	HIRAGANA	S	157
す	ス	HIRAGANA	S	158
。	。+S	SYMBOL	S	159
家	カ	KANJI	S	160
庭	テイ	KANJI	S	161
で	デ	HIRAGANA	S	162
も	モ+S	HIRAGANA	S	163
手	テ	KANJI	S	165
軽	ガル	KANJI	S	166
に	ニ+S	HIRAGANA	S	167
作	ツク	KANJI	S	169
れ	レ	HIRAGANA	S	170
る	ル+S	HIRAGANA	S	171
た	タ	HIRAGANA	S	173
め	メ	HIRAGANA	S	174
、	、+S	SYMBOL	S	175
人	ニン	KANJI	S	176
気	キ	KANJI	S	177
の	ノ+S	HIRAGANA	S	178
メ	メ	KATAKANA	S	180
ニ	ニュ	KATAKANA	B	181
ュ	---	KATAKANA	E	182
ー	ー	KATAKANA	S	183
で	デ	HIRAGANA	S	184
す	ス	HIRAGANA	S	185
。	。+S	SYMBOL	S	186

マ	マ	KATAKANA	S	0
ラ	ラ	KATAKANA	S	1
ソ	ソ	KATAKANA	S	2
ン	ン	KATAKANA	S	3
は	ワ+S	HIRAGANA	S	4
長	チョー	KANJI	S	6
距	キョ	KANJI	S	7
離	リ	KANJI	S	8
を	ヲ+S	HIRAGANA	S	9
走	ハシ	KANJI	S	11
る	ル+S	HIRAGANA	S	12
競	キョー	KANJI	S	14
技	ギ	KANJI	S	15
で	デ+S	HIRAGANA	S	16
あ	ア	HIRAGANA	S	18
り	リ	HIRAGANA	S	19
、	、+S	SYMBOL	S	20
完	カン	KANJI	S	21
走	ソー+S	KANJI	S	22
す	ス	HIRAGANA	S	24
る	ル+S	HIRAGANA	S	25
こ	コ	HIRAGANA	S	27
と	ト	HIRAGANA	S	28
は	ワ+S	HIRAGANA	S	29
大	オオ	KANJI	S	31
き	キ	HIRAGANA	S	32
な	ナ+S	HIRAGANA	S	33
達	タッ	KANJI	S	35
成	セイ	KANJI	S	36
感	カン	KANJI	S	37
を	ヲ+S	HIRAGANA	S	38
も	モ	HIRAGANA	S	40
た	タ	HIRAGANA	S	41
ら	ラ	HIRAGANA	S	42
し	シ	HIRAGANA	S	43
ま	マ	HIRAGANA	S	44
す	ス	HIRAGANA	S	45
。	。+S	SYMBOL	S	46
大	タイ	KANJI	S	47
会	カイ	KANJI	S	48
に	ニ+S	HIRAGANA	S	49
参	サン	KANJI	S	51
加	カ+S	KANJI	S	52
す	ス	HIRAGANA	S	54
る	ル+S	HIRAGANA	S	55
こ	コ	HIRAGANA	S	57
と	ト	HIRAGANA	S	58
で	デ	HIRAGANA	S	59
、	、+S	SYMBOL	S	60
目	モク	KANJI	S	61
標	ヒョー	KANJI	S	62
を	ヲ+S	HIRAGANA	S	63
持	モ	KANJI	S	65
っ	ッ	HIRAGANA	S	66
て	テ+S	HIRAGANA	S	67
ト	ト	KATAKANA	S	69
レ	レ	KATAKANA	S	70
ー	ー	KATAKANA	S	71
ニ	ニ	KATAKANA	S	72
ン	ン	KATAKANA	S	73
グ	グ	KATAKANA	S	74
に	ニ+S	HIRAGANA	S	75
励	ハゲ	KANJI	S	77
む	ム+S	HIRAGANA	S	78
こ	コ	HIRAGANA	S	80
と	ト	HIRAGANA	S	81
が	ガ+S	HIRAGANA	S	82
で	デ	HIRAGANA	S	84
き	キ	HIRAGANA	S	85
ま	マ	HIRAGANA	S	86
す	ス	HIRAGANA	S	87
。	。+S	SYMBOL	S	88
走	ハシ	KANJI	S	89
る	ル+S	HIRAGANA	S	90
こ	コ	HIRAGANA	S	92
と	ト	HIRAGANA	S	93
で	デ+S	HIRAGANA	S	94
体	タイ	KANJI	S	96
力	リョク	KANJI	S	97
が	ガ+S	HIRAGANA	S	98
向	コー	KANJI	S	100
上	ジョー+S	KANJI	S	101
し	シ	HIRAGANA	S	103
、	、+S	SYMBOL	S	104
健	ケン	KANJI	S	105
康	コー	KANJI	S	106
的	テキ	KANJI	S	107
な	ナ+S	HIRAGANA	S	108
生	セイ	KANJI	S	110
活	カツ+S	KANJI	S	111
習	シュー	KANJI	S	113
慣	カン	KANJI	S	114
が	ガ+S	HIRAGANA	S	115
身	ミ	KANJI	S	117
に	ニ+S	HIRAGANA	S	118
つ	ツ	HIRAGANA	S	120
き	キ	HIRAGANA	S	121
ま	マ	HIRAGANA	S	122
す	ス	HIRAGANA	S	123
。	。+S	SYMBOL	S	124
沿	エン	KANJI	S	125
道	ドー	KANJI	S	126
の	ノ+S	HIRAGANA	S	127
応	オー	KANJI	S	129
援	エン	KANJI	S	130
は	ワ+S	HIRAGANA	S	131
大	オオ	KANJI	S	133
き	キ	HIRAGANA	S	134
な	ナ+S	HIRAGANA	S	135
励	ハゲ	KANJI	S	137
み	ミ	HIRAGANA	S	138
に	ニ+S	HIRAGANA	S	139
な	ナ	HIRAGANA	S	141
り	リ	HIRAGANA	S	142
ま	マ	HIRAGANA	S	143
す	ス	HIRAGANA	S	144
。	。+S	SYMBOL	S	145
初	ショ	KANJI	S	146
心	シン	KANJI	S	147
者	シャ	KANJI	S	148
は	ワ+S	HIRAGANA	S	149
ま	マ	HIRAGANA	S	151
ず	ズ+S	HIRAGANA	S	152
短	ミジカ	KANJI	S	154
い	イ+S	HIRAGANA	S	155
距	キョ	KANJI	S	157
離	リ	KANJI	S	158
か	カ	HIRAGANA	S	159
ら	ラ+S	HIRAGANA	S	160
始	ハジ	KANJI	S	162
め	メ	HIRAGANA	S	163
て	テ	HIRAGANA	S	164
、	、+S	SYMBOL	S	165
徐	ジョ	KANJI	S	166
々	ジョ	OTHER	S	167
に	ニ+S	HIRAGANA	S	168
距	キョ	KANJI	S	170
離	リ	KANJI	S	171
を	ヲ+S	HIRAGANA	S	172
伸	ノ	KANJI	S	174
ば	バ	HIRAGANA	S	175
し	シ	HIRAGANA	S	176
て	テ+S	HIRAGANA	S	177
い	イ	HIRAGANA	S	179
く	ク	HIRAGANA	S	180
と	ト+S	HIRAGANA	S	181
良	ヨ	KANJI	S	183
い	イ	HIRAGANA	S	184
で	デ	HIRAGANA	S	185
し	ショ	HIRAGANA	B	186
ょ	---	HIRAGANA	E	187
う	ー	HIRAGANA	S	188
。	。+S	SYMBOL	S	189

盆	ボン	KANJI	S	0
栽	サイ	KANJI	S	1
は	ワ+S	HIRAGANA	S	2
小	チイ	KANJI	S	4
さ	サ	HIRAGANA	S	5
な	ナ	HIRAGANA	S	6
鉢	 ハチ	KANJI	S	8
の	ノ+S	HIRAGANA	S	9
中	ナカ	KANJI	S	11
で	デ+S	HIRAGANA	S	12
樹	ジュ	KANJI	S	14
木	モク	KANJI	S	15
を	ヲ+S	HIRAGANA	S	16
育	ソダ	KANJI	S	18
て	テ	HIRAGANA	S	19
る	ル+S	HIRAGANA	S	20
日	ニ	KANJI	S	22
本	ホン	KANJI	S	23
の	ノ+S	HIRAGANA	S	24
伝	デン	KANJI	S	26
統	トー	KANJI	S	27
的	テキ	KANJI	S	28
な	ナ+S	HIRAGANA	S	29
芸	ゲイ	KANJI	S	31
術	ジュツ	KANJI	S	32
で	デ	HIRAGANA	S	33
す	ス	HIRAGANA	S	34
。	。+S	SYMBOL	S	35
剪	セン	KANJI	S	36
定	テイ	KANJI	S	37
や	ヤ+S	HIRAGANA	S	38
針	ハリ	KANJI	S	40
金	ガネ	KANJI	S	41
か	カ	HIRAGANA	S	42
け	ケ	HIRAGANA	S	43
を	ヲ+S	HIRAGANA	S	44
行	オコナ	KANJI	S	46
い	イ	HIRAGANA	S	47
な	ナ	HIRAGANA	S	48
が	ガ	HIRAGANA	S	49
ら	ラ	HIRAGANA	S	50
、	、+S	SYMBOL	S	51
理	リ	KANJI	S	52
想	ソー	KANJI	S	53
の	ノ+S	HIRAGANA	S	54
形	カタチ	KANJI	S	56
に	ニ+S	HIRAGANA	S	57
仕	シ	KANJI	S	59
上	ア	KANJI	S	60
げ	ゲ	HIRAGANA	S	61
て	テ+S	HIRAGANA	S	62
い	イ	HIRAGANA	S	64
き	キ	HIRAGANA	S	65
ま	マ	HIRAGANA	S	66
す	ス	HIRAGANA	S	67
。	。+S	SYMBOL	S	68
長	ナガ	KANJI	S	69
い	イ+S	HIRAGANA	S	70
時	ジ	KANJI	S	72
間	カン	KANJI	S	73
を	ヲ+S	HIRAGANA	S	74
か	カ	HIRAGANA	S	76
け	ケ	HIRAGANA	S	77
て	テ+S	HIRAGANA	S	78
育	ソダ	KANJI	S	80
て	テ	HIRAGANA	S	81
る	ル+S	HIRAGANA	S	82
こ	コ	HIRAGANA	S	84
と	ト	HIRAGANA	S	85
で	デ	HIRAGANA	S	86
、	、+S	SYMBOL	S	87
愛	アイ	KANJI	S	88
着	チャク	KANJI	S	89
が	ガ+S	HIRAGANA	S	90
湧	ワ	KANJI	S	92
き	キ	HIRAGANA	S	93
ま	マ	HIRAGANA	S	94
す	ス	HIRAGANA	S	95
。	。+S	SYMBOL	S	96
小	チイ	KANJI	S	97
さ	サ	HIRAGANA	S	98
な	ナ+S	HIRAGANA	S	99
自	シ	KANJI	S	101
然	ゼン	KANJI	S	102
を	ヲ+S	HIRAGANA	S	103
手	テ	KANJI	S	105
元	モト	KANJI	S	106
に	ニ+S	HIRAGANA	S	107
置	オ	KANJI	S	109
く	ク+S	HIRAGANA	S	110
こ	コ	HIRAGANA	S	112
と	ト	HIRAGANA	S	113
で	デ	HIRAGANA	S	114
、	、+S	SYMBOL	S	115
日	ヒ	KANJI	S	116
々	ビ	OTHER	S	117
の	ノ+S	HIRAGANA	S	118
生	セイ	KANJI	S	120
活	カツ	KANJI	S	121
に	ニ+S	HIRAGANA	S	122
癒	イヤ	KANJI	S	124
し	シ	HIRAGANA	S	125
を	ヲ+S	HIRAGANA	S	126
与	アタ	KANJI	S	128
え	エ	HIRAGANA	S	129
て	テ+S	HIRAGANA	S	130
く	ク	HIRAGANA	S	132
れ	レ	HIRAGANA	S	133
ま	マ	HIRAGANA	S	134
す	ス	HIRAGANA	S	135
。	。+S	SYMBOL	S	136
水	ミズ	KANJI	S	137
や	ヤ	HIRAGANA	S	138
り	リ	HIRAGANA	S	139
や	ヤ+S	HIRAGANA	S	140
日	ヒ	KANJI	S	142
当	ア	KANJI	S	143
た	タ	HIRAGANA	S	144
り	リ	HIRAGANA	S	145
の	ノ+S	HIRAGANA	S	146
管	カン	KANJI	S	148
理	リ	KANJI	S	149
な	ナ	HIRAGANA	S	150
ど	ド	HIRAGANA	S	151
、	、+S	SYMBOL	S	152
丁	テイ	KANJI	S	153
寧	ネイ	KANJI	S	154
な	ナ+S	HIRAGANA	S	155
世	セ	KANJI	S	157
話	ワ	KANJI	S	158
が	ガ+S	HIRAGANA	S	159
必	ヒツ	KANJI	S	161
要	ヨー	KANJI	S	162
で	デ	HIRAGANA	S	163
す	ス	HIRAGANA	S	164
。	。+S	SYMBOL	S	165
奥	オク	KANJI	S	166
深	ブカ	KANJI	S	167
い	イ+S	HIRAGANA	S	168
趣	シュ	KANJI	S	170
味	ミ	KANJI	S	171
と	ト+S	HIRAGANA	S	172
し	シ	HIRAGANA	S	174
て	テ+S	HIRAGANA	S	175
楽	タノ	KANJI	S	177
し	シ	HIRAGANA	S	178
め	メ	HIRAGANA	S	179
ま	マ	HIRAGANA	S	180
す	ス	HIRAGANA	S	181
。	。+S	SYMBOL	S	182

ピ	ピ	KATAKANA	S	0
ク	ク	KATAKANA	S	1
ニ	ニ	KATAKANA	S	2
ッ	ッ	KATAKANA	S	3
ク	ク	KATAKANA	S	4
は	ワ+S	HIRAGANA	S	5
晴	ハ	KANJI	S	7
れ	レ	HIRAGANA	S	8
た	タ+S	HIRAGANA	S	9
日	ヒ	KANJI	S	11
に	ニ+S	HIRAGANA	S	12
公	コー	KANJI	S	14
園	エン	KANJI	S	15
な	ナ	HIRAGANA	S	16
ど	ド	HIRAGANA	S	17
で	デ+S	HIRAGANA	S	18
食	ショク	KANJI	S	20
事	ジ	KANJI	S	21
を	ヲ+S	HIRAGANA	S	22
楽	タノ	KANJI	S	24
し	シ	HIRAGANA	S	25
む	ム+S	HIRAGANA	S	26
ア	ア	KATAKANA	S	28
ウ	ウ	KATAKANA	S	29
ト	ト	KATAKANA	S	30
ド	ド	KATAKANA	S	31
ア	ア+S	KATAKANA	S	32
活	カツ	KANJI	S	34
動	ドー	KANJI	S	35
で	デ	HIRAGANA	S	36
す	ス	HIRAGANA	S	37
。	。+S	SYMBOL	S	38
お	オ	HIRAGANA	S	39
弁	ベン	KANJI	S	40
当	トー	KANJI	S	41
や	ヤ+S	HIRAGANA	S	42
お	オ	HIRAGANA	S	44
や	ヤ	HIRAGANA	S	45
つ	ツ	HIRAGANA	S	46
を	ヲ+S	HIRAGANA	S	47
持	モ	KANJI	S	49
っ	ッ	HIRAGANA	S	50
て	テ	HIRAGANA	S	51
、	、+S	SYMBOL	S	52
自	シ	KANJI	S	53
然	ゼン	KANJI	S	54
の	ノ+S	HIRAGANA	S	55
中	ナカ	KANJI	S	57
で	デ+S	HIRAGANA	S	58
の	ノ	HIRAGANA	S	60
ん	ン	HIRAGANA	S	61
び	ビ	HIRAGANA	S	62
り	リ+S	HIRAGANA	S	63
過	ス	KANJI	S	65
ご	ゴ	HIRAGANA	S	66
す	ス+S	HIRAGANA	S	67
こ	コ	HIRAGANA	S	69
と	ト	HIRAGANA	S	70
が	ガ+S	HIRAGANA	S	71
で	デ	HIRAGANA	S	73
き	キ	HIRAGANA	S	74
ま	マ	HIRAGANA	S	75
す	ス	HIRAGANA	S	76
。	。+S	SYMBOL	S	77
家	カ	KANJI	S	78
族	ゾク	KANJI	S	79
や	ヤ+S	HIRAGANA	S	80
友	ユー	KANJI	S	82
人	ジン	KANJI	S	83
と	ト+S	HIRAGANA	S	84
一	イッ	KANJI	S	86
緒	ショ	KANJI	S	87
に	ニ+S	HIRAGANA	S	88
行	イ	KANJI	S	90
く	ク+S	HIRAGANA	S	91
こ	コ	HIRAGANA	S	93
と	ト	HIRAGANA	S	94
で	デ	HIRAGANA	S	95
、	、+S	SYMBOL	S	96
リ	リ	KATAKANA	S	97
ラ	ラ	KATAKANA	S	98
ッ	ッ	KATAKANA	S	99
ク	ク	KATAKANA	S	100
ス	ス+S	KATAKANA	S	101
し	シ	HIRAGANA	S	103
た	タ+S	HIRAGANA	S	104
時	ジ	KANJI	S	106
間	カン	KANJI	S	107
を	ヲ+S	HIRAGANA	S	108
共	キョー	KANJI	S	110
有	ユー+S	KANJI	S	111
で	デ	HIRAGANA	S	113
き	キ	HIRAGANA	S	114
ま	マ	HIRAGANA	S	115
す	ス	HIRAGANA	S	116
。	。+S	SYMBOL	S	117
レ	レ	KATAKANA	S	118
ジ	ジャ	KATAKANA	B	119
ャ	---	KATAKANA	E	120
ー	ー+S	KATAKANA	S	121
シ	シ	KATAKANA	S	123
ー	ー	KATAKANA	S	124
ト	ト	KATAKANA	S	125
を	ヲ+S	HIRAGANA	S	126
広	ヒロ	KANJI	S	128
げ	ゲ	HIRAGANA	S	129
て	テ	HIRAGANA	S	130
、	、+S	SYMBOL	S	131
読	ドク	KANJI	S	132
書	ショ	KANJI	S	133
を	ヲ+S	HIRAGANA	S	134
し	シ	HIRAGANA	S	136
た	タ	HIRAGANA	S	137
り	リ+S	HIRAGANA	S	138
昼	ヒル	KANJI	S	140
寝	ネ	KANJI	S	141
を	ヲ+S	HIRAGANA	S	142
し	シ	HIRAGANA	S	144
た	タ	HIRAGANA	S	145
り	リ+S	HIRAGANA	S	146
す	ス	HIRAGANA	S	148
る	ル	HIRAGANA	S	149
の	ノ	HIRAGANA	S	150
も	モ+S	HIRAGANA	S	151
