#原文	読み	文字種	OrigIdx
に	ニ+S	CharType.HIRAGANA	63
増	ゾー	CharType.KANJI	64
殖	ショク+S	CharType.KANJI	65
し	シ+S	CharType.HIRAGANA	66
高	タカ	CharType.KANJI	67
い	イ+S	CharType.HIRAGANA	68
栄	エイ	CharType.KANJI	69
養	ヨー+S	CharType.KANJI	70
吸	キュー	CharType.KANJI	71
収	シュー+S	CharType.KANJI	72
能	ノー	CharType.KANJI	73
力	リョク	CharType.KANJI	74
を	ヲ+S	CharType.HIRAGANA	75
持	モ	CharType.KANJI	76
つ	ツ+S	CharType.HIRAGANA	77
最	サイ	CharType.KANJI	78
小	ショー	CharType.KANJI	79
の	ノ+S	CharType.HIRAGANA	80
顕	ケン	CharType.KANJI	81
花	カ+S	CharType.KANJI	82
植	ショク	CharType.KANJI	83
物	ブツ	CharType.KANJI	84
と	ト+S	CharType.HIRAGANA	85
し	シ	CharType.HIRAGANA	86
て	テ+S	CharType.HIRAGANA	87
知	シ	CharType.KANJI	88
ら	ラ	CharType.HIRAGANA	89
れ	レ	CharType.HIRAGANA	90
る	ル	CharType.HIRAGANA	91
。	_	CharType.SYMBOL_STOP	92

桐	キリ	CharType.KANJI	0
の	ノ+S	CharType.HIRAGANA	1
木	キ	CharType.KANJI	2
は	ワ+S	CharType.HIRAGANA	3
成	セイ	CharType.KANJI	4
長	チョー	CharType.KANJI	5
が	ガ+S	CharType.HIRAGANA	6
非	ヒ	CharType.KANJI	7
常	ジョー	CharType.KANJI	8
に	ニ+S	CharType.HIRAGANA	9
速	ハヤ	CharType.KANJI	10
い	イ+S	CharType.HIRAGANA	11
樹	ジュ	CharType.KANJI	12
木	モク	CharType.KANJI	13
と	ト+S	CharType.HIRAGANA	14
し	シ	CharType.HIRAGANA	15
て	テ+S	CharType.HIRAGANA	16
知	シ	CharType.KANJI	17
ら	ラ	CharType.HIRAGANA	18
れ	レ	CharType.HIRAGANA	19
て	テ+S	CharType.HIRAGANA	20
お	オ	CharType.HIRAGANA	21
り	リ	CharType.HIRAGANA	22
、	_	CharType.SYMBOL_PAUSE	23
数	スー	CharType.KANJI	24
年	ネン	CharType.KANJI	25
で	デ+S	CharType.HIRAGANA	26
家	カ	CharType.KANJI	27
具	グ	CharType.KANJI	28
や	ヤ+S	CharType.HIRAGANA	29
下	ゲ	CharType.KANJI	30
駄	タ	CharType.KANJI	31
に	ニ+S	CharType.HIRAGANA	32
使	ツカ	CharType.KANJI	33
え	エ	CharType.HIRAGANA	34
る	ル+S	CharType.HIRAGANA	35
大	オオ	CharType.KANJI	36
き	キ	CharType.HIRAGANA	37
さ	サ	CharType.HIRAGANA	38
に	ニ+S	CharType.HIRAGANA	39
な	ナ	CharType.HIRAGANA	40
る	ル	CharType.HIRAGANA	41
ほ	ホ	CharType.HIRAGANA	42
ど	ド	CharType.HIRAGANA	43
で	デ	CharType.HIRAGANA	44
、	_	CharType.SYMBOL_PAUSE	45
軽	カル	CharType.KANJI	46
く	ク	CharType.HIRAGANA	47
て	テ+S	CharType.HIRAGANA	48
断	ダン	CharType.KANJI	49
熱	ネツ	CharType.KANJI	50
性	セイ	CharType.KANJI	51
が	ガ+S	CharType.HIRAGANA	52
高	タカ	CharType.KANJI	53
い	イ+S	CharType.HIRAGANA	54
材	ザイ	CharType.KANJI	55
質	シツ	CharType.KANJI	56
が	ガ+S	CharType.HIRAGANA	57
着	キ	CharType.KANJI	58
物	モノ	CharType.KANJI	59
の	ノ+S	CharType.HIRAGANA	60
保	ホ	CharType.KANJI	61
管	カン	CharType.KANJI	62
に	ニ+S	CharType.HIRAGANA	63
使	ツカ	CharType.KANJI	64
わ	ワ	CharType.HIRAGANA	65
れ	レ	CharType.HIRAGANA	66
る	ル+S	CharType.HIRAGANA	67
桐	キリ	CharType.KANJI	68
箱	バコ	CharType.KANJI	69
と	ト+S	CharType.HIRAGANA	70
し	シ	CharType.HIRAGANA	71
て	テ+S	CharType.HIRAGANA	72
日	ニ	CharType.KANJI	73
本	ホン	CharType.KANJI	74
の	ノ+S	CharType.HIRAGANA	75
伝	デン	CharType.KANJI	76
統	トー+S	CharType.KANJI	77
文	ブン	CharType.KANJI	78
化	カ	CharType.KANJI	79
に	ニ+S	CharType.HIRAGANA	80
深	フカ	CharType.KANJI	81
く	ク+S	CharType.HIRAGANA	82
根	ネ	CharType.KANJI	83
付	ヅ	CharType.KANJI	84
い	イ	CharType.HIRAGANA	85
て	テ+S	CharType.HIRAGANA	86
い	イ	CharType.HIRAGANA	87
る	ル	CharType.HIRAGANA	88
。	_	CharType.SYMBOL_STOP	89

イ	イ	CharType.KATAKANA	0
チ	チョ	CharType.KATAKANA	1
ョ	---	CharType.KATAKANA	2
ウ	ウ	CharType.KATAKANA	3
は	ワ+S	CharType.HIRAGANA	4
恐	キョー	CharType.KANJI	5
竜	リュー+S	CharType.KANJI	6
時	ジ	CharType.KANJI	7
代	ダイ	CharType.KANJI	8
か	カ	CharType.HIRAGANA	9
ら	ラ+S	CharType.HIRAGANA	10
現	ゲン	CharType.KANJI	11
在	ザイ	CharType.KANJI	12
ま	マ	CharType.HIRAGANA	13
で	デ+S	CharType.HIRAGANA	14
形	ケイ	CharType.KANJI	15
態	タイ	CharType.KANJI	16
を	ヲ+S	CharType.HIRAGANA	17
ほ	ホ	CharType.HIRAGANA	18
と	ト	CharType.HIRAGANA	19
ん	ン	CharType.HIRAGANA	20
ど	ド+S	CharType.HIRAGANA	21
変	カ	CharType.KANJI	22
え	エ	CharType.HIRAGANA	23
て	テ+S	CharType.HIRAGANA	24
い	イ	CharType.HIRAGANA	25
な	ナ	CharType.HIRAGANA	26
い	イ+S	CharType.HIRAGANA	27
「	_	CharType.SYMBOL_OPEN	28
生	イ	CharType.KANJI	29
き	キ	CharType.HIRAGANA	30
た	タ+S	CharType.HIRAGANA	31
化	カ	CharType.KANJI	32
石	セキ	CharType.KANJI	33
」	_	CharType.SYMBOL_CLOSE	34
と	ト+S	CharType.HIRAGANA	35
し	シ	CharType.HIRAGANA	36
て	テ+S	CharType.HIRAGANA	37
知	シ	CharType.KANJI	38
ら	ラ	CharType.HIRAGANA	39
れ	レ	CharType.HIRAGANA	40
る	ル+S	CharType.HIRAGANA	41
裸	ラ	CharType.KANJI	42
子	シ+S	CharType.KANJI	43
植	ショク	CharType.KANJI	44
物	ブツ	CharType.KANJI	45
で	デ+S	CharType.HIRAGANA	46
あ	ア	CharType.HIRAGANA	47
り	リ	CharType.HIRAGANA	48
、	_	CharType.SYMBOL_PAUSE	49
雌	シ	CharType.KANJI	50
雄	ユー+S	CharType.KANJI	51
異	イ	CharType.KANJI	52
株	シュ	CharType.KANJI	53
で	デ+S	CharType.HIRAGANA	54
雄	オ	CharType.KANJI	55
株	カブ	CharType.KANJI	56
の	ノ+S	CharType.HIRAGANA	57
放	ホー	CharType.KANJI	58
出	シュツ+S	CharType.KANJI	59
し	シ	CharType.HIRAGANA	60
た	タ+S	CharType.HIRAGANA	61
精	セイ	CharType.KANJI	62
子	シ	CharType.KANJI	63
が	ガ+S	CharType.HIRAGANA	64
風	カゼ	CharType.KANJI	65
で	デ+S	CharType.HIRAGANA	66
運	ハコ	CharType.KANJI	67
ば	バ	CharType.HIRAGANA	68
れ	レ+S	CharType.HIRAGANA	69
雌	メ	CharType.KANJI	70
株	カブ	CharType.KANJI	71
に	ニ+S	CharType.HIRAGANA	72
受	ジュ	CharType.KANJI	73
精	セイ+S	CharType.KANJI	74
す	ス	CharType.HIRAGANA	75
る	ル	CharType.HIRAGANA	76
と	ト+S	CharType.HIRAGANA	77
い	イ	CharType.HIRAGANA	78
う	ウ+S	CharType.HIRAGANA	79
原	ゲン	CharType.KANJI	80
始	シ	CharType.KANJI	81
的	テキ	CharType.KANJI	82
な	ナ+S	CharType.HIRAGANA	83
繁	ハン	CharType.KANJI	84
殖	ショク+S	CharType.KANJI	85
様	ヨー	CharType.KANJI	86
式	シキ	CharType.KANJI	87
を	ヲ+S	CharType.HIRAGANA	88
持	モ	CharType.KANJI	89
つ	ツ	CharType.HIRAGANA	90
。	_	CharType.SYMBOL_STOP	91

松	マツ	CharType.KANJI	0
は	ワ+S	CharType.HIRAGANA	1
乾	カン	CharType.KANJI	2
燥	ソー	CharType.KANJI	3
や	ヤ+S	CharType.HIRAGANA	4
痩	ヤ	CharType.KANJI	5
せ	セ	CharType.HIRAGANA	6
た	タ+S	CharType.HIRAGANA	7
土	ド	CharType.KANJI	8
壌	ジョー	CharType.KANJI	9
に	ニ+S	CharType.HIRAGANA	10
強	ツヨ	CharType.KANJI	11
い	イ+S	CharType.HIRAGANA	12
先	セン	CharType.KANJI	13
駆	ク+S	CharType.KANJI	14
植	ショク	CharType.KANJI	15
物	ブツ	CharType.KANJI	16
と	ト+S	CharType.HIRAGANA	17
し	シ	CharType.HIRAGANA	18
て	テ+S	CharType.HIRAGANA	19
知	シ	CharType.KANJI	20
ら	ラ	CharType.HIRAGANA	21
れ	レ	CharType.HIRAGANA	22
て	テ+S	CharType.HIRAGANA	23
お	オ	CharType.HIRAGANA	24
り	リ	CharType.HIRAGANA	25
、	_	CharType.SYMBOL_PAUSE	26
菌	キン	CharType.KANJI	27
根	コン	CharType.KANJI	28
菌	キン	CharType.KANJI	29
と	ト+S	CharType.HIRAGANA	30
密	ミッ	CharType.KANJI	31
接	セツ	CharType.KANJI	32
に	ニ+S	CharType.HIRAGANA	33
共	キョー	CharType.KANJI	34
生	セイ+S	CharType.KANJI	35
す	ス	CharType.HIRAGANA	36
る	ル+S	CharType.HIRAGANA	37
こ	コ	CharType.HIRAGANA	38
と	ト	CharType.HIRAGANA	39
で	デ+S	CharType.HIRAGANA	40
養	ヨー	CharType.KANJI	41
分	ブン	CharType.KANJI	42
の	ノ+S	CharType.HIRAGANA	43
乏	トボ	CharType.KANJI	44
し	シ	CharType.HIRAGANA	45
い	イ+S	CharType.HIRAGANA	46
環	カン	CharType.KANJI	47
境	キョー	CharType.KANJI	48
で	デ	CharType.HIRAGANA	49
も	モ+S	CharType.HIRAGANA	50
定	テイ	CharType.KANJI	51
着	チャク+S	CharType.KANJI	52
で	デ	CharType.HIRAGANA	53
き	キ	CharType.HIRAGANA	54
、	_	CharType.SYMBOL_PAUSE	55
山	ヤマ	CharType.KANJI	56
火	カ	CharType.KANJI	57
事	ジ+S	CharType.KANJI	58
跡	アト	CharType.KANJI	59
地	チ	CharType.KANJI	60
な	ナ	CharType.HIRAGANA	61
ど	ド	CharType.HIRAGANA	62
の	ノ+S	CharType.HIRAGANA	63
攪	カク	CharType.KANJI	64
乱	ラン+S	CharType.KANJI	65
環	カン	CharType.KANJI	66
境	キョー	CharType.KANJI	67
で	デ+S	CharType.HIRAGANA	68
い	イ	CharType.HIRAGANA	69
ち	チ	CharType.HIRAGANA	70
早	ハヤ	CharType.KANJI	71
く	ク+S	CharType.HIRAGANA	72
回	カイ	CharType.KANJI	73
復	フク	CharType.KANJI	74
を	ヲ+S	CharType.HIRAGANA	75
始	ハジ	CharType.KANJI	76
め	メ	CharType.HIRAGANA	77
る	ル+S	CharType.HIRAGANA	78
先	セン	CharType.KANJI	79
駆	ク	CharType.KANJI	80
的	テキ	CharType.KANJI	81
な	ナ+S	CharType.HIRAGANA	82
樹	ジュ	CharType.KANJI	83
木	モク	CharType.KANJI	84
で	デ	CharType.HIRAGANA	85
も	モ+S	CharType.HIRAGANA	86
あ	ア	CharType.HIRAGANA	87
る	ル	CharType.HIRAGANA	88
。	_	CharType.SYMBOL_STOP	89

ネ	ネ	CharType.KATAKANA	0
ナ	ナ	CharType.KATAKANA	1
シ	シ	CharType.KATAKANA	2
カ	カ	CharType.KATAKANA	3
ズ	ズ	CharType.KATAKANA	4
ラ	ラ	CharType.KATAKANA	5
は	ワ+S	CharType.HIRAGANA	6
葉	ヨー	CharType.KANJI	7
緑	リョク	CharType.KANJI	8
素	ソ	CharType.KANJI	9
を	ヲ+S	CharType.HIRAGANA	10
持	モ	CharType.KANJI	11
た	タ	CharType.HIRAGANA	12
な	ナ	CharType.HIRAGANA	13
い	イ+S	CharType.HIRAGANA	14
全	ゼン	CharType.KANJI	15
寄	キ	CharType.KANJI	16
生	セイ+S	CharType.KANJI	17
植	ショク	CharType.KANJI	18
物	ブツ	CharType.KANJI	19
で	デ+S	CharType.HIRAGANA	20
あ	ア	CharType.HIRAGANA	21
り	リ	CharType.HIRAGANA	22
、	_	CharType.SYMBOL_PAUSE	23
宿	シュク	CharType.KANJI	24
主	シュ+S	CharType.KANJI	25
植	ショク	CharType.KANJI	26
物	ブツ	CharType.KANJI	27
に	ニ+S	CharType.HIRAGANA	28
吸	キュー	CharType.KANJI	29
器	キ	CharType.KANJI	30
と	ト+S	CharType.HIRAGANA	31
呼	ヨ	CharType.KANJI	32
ば	バ	CharType.HIRAGANA	33
れ	レ	CharType.HIRAGANA	34
る	ル+S	CharType.HIRAGANA	35
器	キ	CharType.KANJI	36
官	カン	CharType.KANJI	37
を	ヲ+S	CharType.HIRAGANA	38
差	サ	CharType.KANJI	39
し	シ	CharType.HIRAGANA	40
込	コ	CharType.KANJI	41
ん	ン	CharType.HIRAGANA	42
で	デ+S	CharType.HIRAGANA	43
水	ミズ	CharType.KANJI	44
や	ヤ+S	CharType.HIRAGANA	45
養	ヨー	CharType.KANJI	46
分	ブン	CharType.KANJI	47
を	ヲ+S	CharType.HIRAGANA	48
完	カン	CharType.KANJI	49
全	ゼン	CharType.KANJI	50
に	ニ+S	CharType.HIRAGANA	51
奪	ウバ	CharType.KANJI	52
い	イ	CharType.HIRAGANA	53
取	ト	CharType.KANJI	54
り	リ	CharType.HIRAGANA	55
、	_	CharType.SYMBOL_PAUSE	56
自	ジ	CharType.KANJI	57
身	シン	CharType.KANJI	58
の	ノ+S	CharType.HIRAGANA	59
光	コー	CharType.KANJI	60
合	ゴー	CharType.KANJI	61
成	セイ	CharType.KANJI	62
に	ニ	CharType.HIRAGANA	63
は	ワ+S	CharType.HIRAGANA	64
一	イッ	CharType.JAPANESE_NUMERIC	65
切	サイ+S	CharType.KANJI	66
依	イ	CharType.KANJI	67
存	ゾン+S	CharType.KANJI	68
し	シ	CharType.HIRAGANA	69
な	ナ	CharType.HIRAGANA	70
い	イ	CharType.HIRAGANA	71
と	ト+S	CharType.HIRAGANA	72
い	イ	CharType.HIRAGANA	73
う	ウ+S	CharType.HIRAGANA	74
徹	テッ	CharType.KANJI	75
底	テイ	CharType.KANJI	76
的	テキ	CharType.KANJI	77
な	ナ+S	CharType.HIRAGANA	78
寄	キ	CharType.KANJI	79
生	セイ+S	CharType.KANJI	80
戦	セン	CharType.KANJI	81
略	リャク	CharType.KANJI	82
を	ヲ+S	CharType.HIRAGANA	83
と	ト	CharType.HIRAGANA	84
っ	ッ	CharType.HIRAGANA	85
て	テ+S	CharType.HIRAGANA	86
い	イ	CharType.HIRAGANA	87
る	ル	CharType.HIRAGANA	88
。	_	CharType.SYMBOL_STOP	89

ス	ス	CharType.KATAKANA	0
イ	イ	CharType.KATAKANA	1
レ	レ	CharType.KATAKANA	2
ン	ン	CharType.KATAKANA	3
は	ワ+S	CharType.HIRAGANA	4
水	スイ	CharType.KANJI	5
面	メン	CharType.KANJI	6
に	ニ+S	CharType.HIRAGANA	7
葉	ハ	CharType.KANJI	8
と	ト+S	CharType.HIRAGANA	9
花	ハナ	CharType.KANJI	10
を	ヲ+S	CharType.HIRAGANA	11
浮	ウ	CharType.KANJI	12
か	カ	CharType.HIRAGANA	13
べ	ベ	CharType.HIRAGANA	14
る	ル+S	CharType.HIRAGANA	15
水	スイ	CharType.KANJI	16
生	セイ+S	CharType.KANJI	17
植	ショク	CharType.KANJI	18
物	ブツ	CharType.KANJI	19
で	デ+S	CharType.HIRAGANA	20
あ	ア	CharType.HIRAGANA	21
り	リ	CharType.HIRAGANA	22
、	_	CharType.SYMBOL_PAUSE	23
昼	ヒル	CharType.KANJI	24
に	ニ+S	CharType.HIRAGANA	25
開	カイ	CharType.KANJI	26
花	カ+S	CharType.KANJI	27
し	シ	CharType.HIRAGANA	28
て	テ+S	CharType.HIRAGANA	29
夜	ヨル	CharType.KANJI	30
に	ニ+S	CharType.HIRAGANA	31
閉	ト	CharType.KANJI	32
じ	ジ	CharType.HIRAGANA	33
る	ル	CharType.HIRAGANA	34
と	ト+S	CharType.HIRAGANA	35
い	イ	CharType.HIRAGANA	36
う	ウ+S	CharType.HIRAGANA	37
就	シュー	CharType.KANJI	38
眠	ミン	CharType.KANJI	39
性	セイ	CharType.KANJI	40
を	ヲ+S	CharType.HIRAGANA	41
持	モ	CharType.KANJI	42
ち	チ	CharType.HIRAGANA	43
、	_	CharType.SYMBOL_PAUSE	44
モ	モ	CharType.KATAKANA	45
ネ	ネ	CharType.KATAKANA	46
が	ガ+S	CharType.HIRAGANA	47
連	レン	CharType.KANJI	48
作	サク	CharType.KANJI	49
と	ト+S	CharType.HIRAGANA	50
し	シ	CharType.HIRAGANA	51
て	テ+S	CharType.HIRAGANA	52
描	エガ	CharType.KANJI	53
い	イ	CharType.HIRAGANA	54
た	タ+S	CharType.HIRAGANA	55
睡	スイ	CharType.KANJI	56
蓮	レン	CharType.KANJI	57
の	ノ+S	CharType.HIRAGANA	58
池	イケ	CharType.KANJI	59
の	ノ+S	CharType.HIRAGANA	60
絵	カイ	CharType.KANJI	61
画	ガ	CharType.KANJI	62
で	デ+S	CharType.HIRAGANA	63
知	シ	CharType.KANJI	64
ら	ラ	CharType.HIRAGANA	65
れ	レ	CharType.HIRAGANA	66
る	ル	CharType.HIRAGANA	67
よ	ヨ	CharType.HIRAGANA	68
う	ー	CharType.HIRAGANA	69
に	ニ+S	CharType.HIRAGANA	70
そ	ソ	CharType.HIRAGANA	71
の	ノ+S	CharType.HIRAGANA	72
美	ウツク	CharType.KANJI	73
し	シ	CharType.HIRAGANA	74
さ	サ	CharType.HIRAGANA	75
が	ガ+S	CharType.HIRAGANA	76
芸	ゲイ	CharType.KANJI	77
術	ジュツ	CharType.KANJI	78
の	ノ+S	CharType.HIRAGANA	79
題	ダイ	CharType.KANJI	80
材	ザイ	CharType.KANJI	81
に	ニ	CharType.HIRAGANA	82
も	モ+S	CharType.HIRAGANA	83
な	ナ	CharType.HIRAGANA	84
っ	ッ	CharType.HIRAGANA	85
て	テ+S	CharType.HIRAGANA	86
き	キ	CharType.HIRAGANA	87
た	タ+S	CharType.HIRAGANA	88
植	ショク	CharType.KANJI	89
物	ブツ	CharType.KANJI	90
だ	ダ	CharType.HIRAGANA	91
。	_	CharType.SYMBOL_STOP	92

気	キ	CharType.KANJI	0
孔	コー	CharType.KANJI	1
は	ワ+S	CharType.HIRAGANA	2
植	ショク	CharType.KANJI	3
物	ブツ	CharType.KANJI	4
の	ノ+S	CharType.HIRAGANA	5
葉	ハ	CharType.KANJI	6
の	ノ+S	CharType.HIRAGANA	7
表	ヒョー	CharType.KANJI	8
面	メン	CharType.KANJI	9
に	ニ+S	CharType.HIRAGANA	10
存	ソン	CharType.KANJI	11
在	ザイ+S	CharType.KANJI	12
す	ス	CharType.HIRAGANA	13
る	ル+S	CharType.HIRAGANA	14
微	ビ	CharType.KANJI	15
小	ショー	CharType.KANJI	16
な	ナ+S	CharType.HIRAGANA	17
開	カイ	CharType.KANJI	18
口	コー	CharType.KANJI	19
部	ブ	CharType.KANJI	20
で	デ+S	CharType.HIRAGANA	21
あ	ア	CharType.HIRAGANA	22
り	リ	CharType.HIRAGANA	23
、	_	CharType.SYMBOL_PAUSE	24
一	1	CharType.JAPANESE_NUMERIC	25
対	ツイ	CharType.KANJI	26
の	ノ+S	CharType.HIRAGANA	27
孔	コー	CharType.KANJI	28
辺	ヘン+S	CharType.KANJI	29
細	サイ	CharType.KANJI	30
胞	ボー	CharType.KANJI	31
の	ノ+S	CharType.HIRAGANA	32
膨	ボー	CharType.KANJI	33
圧	アツ+S	CharType.KANJI	34
変	ヘン	CharType.KANJI	35
化	カ	CharType.KANJI	36
に	ニ+S	CharType.HIRAGANA	37
よ	ヨ	CharType.HIRAGANA	38
っ	ッ	CharType.HIRAGANA	39
て	テ+S	CharType.HIRAGANA	40
開	カイ	CharType.KANJI	41
閉	ヘイ+S	CharType.KANJI	42
し	シ	CharType.HIRAGANA	43
、	_	CharType.SYMBOL_PAUSE	44
ガ	ガ	CharType.KATAKANA	45
ス	ス+S	CharType.KATAKANA	46
交	コー	CharType.KANJI	47
換	カン	CharType.KANJI	48
（	_	CharType.SYMBOL_OPEN	49
二	2	CharType.JAPANESE_NUMERIC	50
酸	サン	CharType.KANJI	51
化	カ+S	CharType.KANJI	52
炭	タン	CharType.KANJI	53
素	ソ	CharType.KANJI	54
の	ノ+S	CharType.HIRAGANA	55
取	ト	CharType.KANJI	56
り	リ	CharType.HIRAGANA	57
込	コ	CharType.KANJI	58
み	ミ	CharType.HIRAGANA	59
と	ト+S	CharType.HIRAGANA	60
酸	サン	CharType.KANJI	61
素	ソ	CharType.KANJI	62
の	ノ+S	CharType.HIRAGANA	63
放	ホー	CharType.KANJI	64
出	シュツ	CharType.KANJI	65
）	_	CharType.SYMBOL_CLOSE	66
と	ト+S	CharType.HIRAGANA	67
蒸	ジョー	CharType.KANJI	68
散	サン	CharType.KANJI	69
を	ヲ+S	CharType.HIRAGANA	70
調	チョー	CharType.KANJI	71
節	セツ+S	CharType.KANJI	72
す	ス	CharType.HIRAGANA	73
る	ル+S	CharType.HIRAGANA	74
植	ショク	CharType.KANJI	75
物	ブツ	CharType.KANJI	76
の	ノ+S	CharType.HIRAGANA	77
重	ジュー	CharType.KANJI	78
要	ヨー	CharType.KANJI	79
な	ナ+S	CharType.HIRAGANA	80
器	キ	CharType.KANJI	81
官	カン	CharType.KANJI	82
で	デ+S	CharType.HIRAGANA	83
あ	ア	CharType.HIRAGANA	84
る	ル	CharType.HIRAGANA	85
。	_	CharType.SYMBOL_STOP	86

フ	フ	CharType.KATAKANA	0
ジ	ジ	CharType.KATAKANA	1
は	ワ+S	CharType.HIRAGANA	2
日	ニ	CharType.KANJI	3
本	ホン	CharType.KANJI	4
を	ヲ+S	CharType.HIRAGANA	5
代	ダイ	CharType.KANJI	6
表	ヒョー+S	CharType.KANJI	7
す	ス	CharType.HIRAGANA	8
る	ル+S	CharType.HIRAGANA	9
つ	ツ	CharType.HIRAGANA	10
る	ル	CharType.HIRAGANA	11
性	セイ	CharType.KANJI	12
の	ノ+S	CharType.HIRAGANA	13
落	ラク	CharType.KANJI	14
葉	ヨー+S	CharType.KANJI	15
樹	ジュ	CharType.KANJI	16
木	モク	CharType.KANJI	17
で	デ+S	CharType.HIRAGANA	18
あ	ア	CharType.HIRAGANA	19
り	リ	CharType.HIRAGANA	20
、	_	CharType.SYMBOL_PAUSE	21
他	タ	CharType.KANJI	22
の	ノ+S	CharType.HIRAGANA	23
木	キ	CharType.KANJI	24
を	ヲ+S	CharType.HIRAGANA	25
支	シ	CharType.KANJI	26
柱	チュー	CharType.KANJI	27
と	ト+S	CharType.HIRAGANA	28
し	シ	CharType.HIRAGANA	29
て	テ+S	CharType.HIRAGANA	30
巻	マ	CharType.KANJI	31
き	キ	CharType.HIRAGANA	32
付	ツ	CharType.KANJI	33
い	イ	CharType.HIRAGANA	34
て	テ+S	CharType.HIRAGANA	35
成	セイ	CharType.KANJI	36
長	チョー+S	CharType.KANJI	37
す	ス	CharType.HIRAGANA	38
る	ル+S	CharType.HIRAGANA	39
習	シュー	CharType.KANJI	40
性	セイ	CharType.KANJI	41
を	ヲ+S	CharType.HIRAGANA	42
持	モ	CharType.KANJI	43
ち	チ	CharType.HIRAGANA	44
、	_	CharType.SYMBOL_PAUSE	45
春	ハル	CharType.KANJI	46
に	ニ+S	CharType.HIRAGANA	47
房	ボー	CharType.KANJI	48
状	ジョー	CharType.KANJI	49
に	ニ+S	CharType.HIRAGANA	50
垂	タ	CharType.KANJI	51
れ	レ	CharType.HIRAGANA	52
下	サ	CharType.KANJI	53
が	ガ	CharType.HIRAGANA	54
る	ル+S	CharType.HIRAGANA	55
薄	ウス	CharType.KANJI	56
紫	ムラサキ	CharType.KANJI	57
色	イロ	CharType.KANJI	58
の	ノ+S	CharType.HIRAGANA	59
花	ハナ	CharType.KANJI	60
は	ワ+S	CharType.HIRAGANA	61
美	ウツク	CharType.KANJI	62
し	シ	CharType.HIRAGANA	63
く	ク	CharType.HIRAGANA	64
、	_	CharType.SYMBOL_PAUSE	65
古	フル	CharType.KANJI	66
く	ク	CharType.HIRAGANA	67
か	カ	CharType.HIRAGANA	68
ら	ラ+S	CharType.HIRAGANA	69
和	ワ	CharType.KANJI	70
歌	カ	CharType.KANJI	71
や	ヤ+S	CharType.HIRAGANA	72
絵	カイ	CharType.KANJI	73
画	ガ	CharType.KANJI	74
の	ノ+S	CharType.HIRAGANA	75
題	ダイ	CharType.KANJI	76
材	ザイ	CharType.KANJI	77
と	ト+S	CharType.HIRAGANA	78
し	シ	CharType.HIRAGANA	79
て	テ+S	CharType.HIRAGANA	80
描	エガ	CharType.KANJI	81
か	カ	CharType.HIRAGANA	82
れ	レ	CharType.HIRAGANA	83
て	テ+S	CharType.HIRAGANA	84
き	キ	CharType.HIRAGANA	85
た	タ+S	CharType.HIRAGANA	86
植	ショク	CharType.KANJI	87
物	ブツ	CharType.KANJI	88
だ	ダ	CharType.HIRAGANA	89
。	_	CharType.SYMBOL_STOP	90

ク	ク	CharType.KATAKANA	0
ロ	ロ	CharType.KATAKANA	1
ー	ー	CharType.KATAKANA	2
バ	バ	CharType.KATAKANA	3
ー	ー	CharType.KATAKANA	4
は	ワ+S	CharType.HIRAGANA	5
根	コン	CharType.KANJI	6
粒	リュー	CharType.KANJI	7
菌	キン	CharType.KANJI	8
と	ト+S	CharType.HIRAGANA	9
共	キョー	CharType.KANJI	10
生	セイ+S	CharType.KANJI	11
し	シ	CharType.HIRAGANA	12
て	テ+S	CharType.HIRAGANA	13
窒	チッ	CharType.KANJI	14
素	ソ+S	CharType.KANJI	15
固	コ	CharType.KANJI	16
定	テイ	CharType.KANJI	17
を	ヲ+S	CharType.HIRAGANA	18
行	オコナ	CharType.KANJI	19
え	エ	CharType.HIRAGANA	20
る	ル+S	CharType.HIRAGANA	21
マ	マ	CharType.KATAKANA	22
メ	メ	CharType.KATAKANA	23
科	カ	CharType.KANJI	24
の	ノ+S	CharType.HIRAGANA	25
植	ショク	CharType.KANJI	26
物	ブツ	CharType.KANJI	27
で	デ+S	CharType.HIRAGANA	28
あ	ア	CharType.HIRAGANA	29
り	リ	CharType.HIRAGANA	30
、	_	CharType.SYMBOL_PAUSE	31
大	タイ	CharType.KANJI	32
気	キ	CharType.KANJI	33
中	チュー	CharType.KANJI	34
の	ノ+S	CharType.HIRAGANA	35
窒	チッ	CharType.KANJI	36
素	ソ	CharType.KANJI	37
を	ヲ+S	CharType.HIRAGANA	38
土	ド	CharType.KANJI	39
壌	ジョー	CharType.KANJI	40
に	ニ+S	CharType.HIRAGANA	41
還	カン	CharType.KANJI	42
元	ゲン+S	CharType.KANJI	43
す	ス	CharType.HIRAGANA	44
る	ル+S	CharType.HIRAGANA	45
こ	コ	CharType.HIRAGANA	46
と	ト	CharType.HIRAGANA	47
で	デ+S	CharType.HIRAGANA	48
周	シュー	CharType.KANJI	49
辺	ヘン+S	CharType.KANJI	50
植	ショク	CharType.KANJI	51
物	ブツ	CharType.KANJI	52
の	ノ+S	CharType.HIRAGANA	53
成	セイ	CharType.KANJI	54
長	チョー	CharType.KANJI	55
を	ヲ+S	CharType.HIRAGANA	56
助	タス	CharType.KANJI	57
け	ケ	CharType.HIRAGANA	58
、	_	CharType.SYMBOL_PAUSE	59
農	ノー	CharType.KANJI	60
業	ギョー	CharType.KANJI	61
に	ニ+S	CharType.HIRAGANA	62
